,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
2108,2206,97,1603,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",106,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,9:00:00,February,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_February_Suaeda salsa_mesohaline__NA_NA
2109,2207,97,1603,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",107,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,February,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_February_Suaeda salsa_mesohaline__NA_NA
2110,2208,97,1603,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",108,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,15:00:00,February,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_February_Suaeda salsa_mesohaline__NA_NA
2111,2209,98,1610,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,1,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,April,spring,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,-3.116624,120.3316787,NA,mg/m2/h,,fig,20.48,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_April_Scirpus mariqueter_oligohaline__NA_NA
2112,2210,98,1625,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,2,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,May,spring,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,10.596522,107.330557,NA,mg/m2/h,,fig,26.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_May_Scirpus mariqueter_oligohaline__NA_NA
2113,2211,98,1622,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,3,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,June,summer,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,12.466496,105.5576772,NA,mg/m2/h,,fig,23.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_June_Scirpus mariqueter_oligohaline__NA_NA
2114,2212,98,1619,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,4,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,July,summer,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,21.816368,96.69327634,NA,mg/m2/h,,fig,30.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_July_Scirpus mariqueter_oligohaline__NA_NA
2115,2213,98,1613,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,5,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,August,summer,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,4.363274,113.2401576,NA,mg/m2/h,,fig,28.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_August_Scirpus mariqueter_oligohaline__NA_NA
2116,2214,98,1634,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,6,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,September,fall,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,8.103222,109.694398,NA,mg/m2/h,,fig,23.78,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_September_Scirpus mariqueter_oligohaline__NA_NA
2117,2215,98,1631,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,7,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,October,fall,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,6.233248,111.4672778,NA,mg/m2/h,,fig,14.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_October_Scirpus mariqueter_oligohaline__NA_NA
2118,2216,98,1628,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,8,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,November,fall,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,-26.179642,142.1972012,NA,mg/m2/h,,fig,8.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_November_Scirpus mariqueter_oligohaline__NA_NA
2119,2217,98,1616,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,9,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,December,winter,Scirpus mariqueter,NA,NA,macrotidal,oligohaline,salinity in paper,3,-3.116624,120.3316787,NA,mg/m2/h,,fig,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_December_Scirpus mariqueter_oligohaline__NA_NA
2120,2218,98,1609,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,10,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,April,spring,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,21.816368,96.69327634,NA,mg/m2/h,,fig,14.88,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_April_Phragmites australis_oligohaline__NA_NA
2121,2219,98,1624,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,11,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,May,spring,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,44.879386,74.82775381,NA,mg/m2/h,,fig,23.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_May_Phragmites australis_oligohaline__NA_NA
2122,2220,98,1621,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,12,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,June,summer,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,61.709155,58.87183281,NA,mg/m2/h,,fig,24.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_June_Phragmites australis_oligohaline__NA_NA
2123,2221,98,1618,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,13,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,July,summer,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,54.229258,65.96335294,NA,mg/m2/h,,fig,29.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_July_Phragmites australis_oligohaline__NA_NA
2124,2222,98,1612,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,14,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,August,summer,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,43.009411,76.60063455,NA,mg/m2/h,,fig,28.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_August_Phragmites australis_oligohaline__NA_NA
2125,2223,98,1633,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,15,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,September,fall,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,39.269462,80.14639509,NA,mg/m2/h,,fig,25.07,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_September_Phragmites australis_oligohaline__NA_NA
2126,2224,98,1630,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,16,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,October,fall,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,8.103222,109.694398,NA,mg/m2/h,,fig,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_October_Phragmites australis_oligohaline__NA_NA
2127,2225,98,1627,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,17,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,November,fall,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,6.233248,111.4672778,NA,mg/m2/h,,fig,10.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_November_Phragmites australis_oligohaline__NA_NA
2128,2226,98,1615,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,18,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,December,winter,Phragmites australis,NA,NA,macrotidal,oligohaline,salinity in paper,3,0.623325,116.7859181,NA,mg/m2/h,,fig,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_December_Phragmites australis_oligohaline__NA_NA
2129,2227,98,1611,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,19,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,April,spring,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,25.556317,93.1475158,NA,mg/m2/h,,fig,19,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_April_Spartina alterniflora_oligohaline__NA_NA
2130,2228,98,1626,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,20,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,May,spring,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,61.709155,58.87183281,NA,mg/m2/h,,fig,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_May_Spartina alterniflora_oligohaline__NA_NA
2131,2229,98,1623,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,21,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,June,summer,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,138.378106,13.81625492,NA,mg/m2/h,,fig,20.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_June_Spartina alterniflora_oligohaline__NA_NA
2132,2230,98,1620,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,22,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,July,summer,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,119.055037,4.503507074,NA,mg/m2/h,,fig,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_July_Spartina alterniflora_oligohaline__NA_NA
2133,2231,98,1614,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,23,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,August,summer,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,56.099232,64.19047314,NA,mg/m2/h,,fig,28.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_August_Spartina alterniflora_oligohaline__NA_NA
2134,2232,98,1635,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,24,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,September,fall,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,100.355293,22.23230882,NA,mg/m2/h,,fig,23.49,NA,NA,NA,NA,NA,NA,NA,NA,tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_September_Spartina alterniflora_oligohaline__NA_NA
2135,2233,98,1632,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,25,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,October,fall,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,25.556317,93.1475158,NA,mg/m2/h,,fig,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_October_Spartina alterniflora_oligohaline__NA_NA
2136,2234,98,1629,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,26,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,November,fall,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,34.906189,84.28311493,NA,mg/m2/h,,fig,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_November_Spartina alterniflora_oligohaline__NA_NA
2137,2235,98,1617,Xiong et al.,2022,Comparative study of methane emission in the reclamation-restored wetlands and natural marshes in the Hangzhou Bay coastal wetland,27,30.333494,121.143339,subtropical/warm temperate,China,Zhejiang,Hangzhou Bay,Hangzhou Bay wetland,NA,day,NA,2014,2014,NA,NA,December,winter,Spartina alterniflora,NA,NA,macrotidal,oligohaline,salinity in paper,3,18.076419,100.2390369,NA,mg/m2/h,,fig,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 6820,98_Hangzhou Bay_Hangzhou Bay wetland_2014_December_Spartina alterniflora_oligohaline__NA_NA
2138,2236,99,1654,Yang et al.,2021,Invasive Spartina alterniflora changes the Yangtze Estuary salt marsh from CH4 sink to source,1,30.967753,121.95798,subtropical/warm temperate,China,Shanghai,Yangtze Estuary,Nanhui Nearshore salt marsh,P1 Old Spartina (with some scirpus mariqueter),hour ,NA,2017,2017,NA,8:00:00,March,spring,Spartina alterniflora,NA,NA,mesotidal,oligohaline,salinity in paper,5,157.07785,118.431712,SD,mg/m2/h,light,"fig, supp tab",12.86,NA,NA,NA,NA,NA,NA,NA,NA,"fig, supp tab",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,GC-2014,99_Yangtze Estuary_Nanhui Nearshore salt marsh_2017_March_Spartina alterniflora_oligohaline_light_P1 Old Spartina (with some scirpus mariqueter)_NA
2139,2237,99,1636,Yang et al.,2021,Invasive Spartina alterniflora changes the Yangtze Estuary salt marsh from CH4 sink to source,2,30.967753,121.95798,subtropical/warm temperate,China,Shanghai,Yangtze Estuary,Nanhui Nearshore salt marsh,P1 Old Spartina (with some scirpus mariqueter),hour ,NA,2017,2017,NA,8:00:00,April,spring,Spartina alterniflora,NA,NA,mesotidal,oligohaline,salinity in paper,5,298.572579,33.659539,SD,mg/m2/h,light,"fig, supp tab",18.69,NA,NA,NA,NA,NA,NA,NA,NA,"fig, supp tab",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,GC-2014,99_Yangtze Estuary_Nanhui Nearshore salt marsh_2017_April_Spartina alterniflora_oligohaline_light_P1 Old Spartina (with some scirpus mariqueter)_NA
