,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
619,2345,102,74,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,29,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,May,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,49.865984,12.466496,SE,mg/m2/h,light,fig,23.6,NA,0.3,2.6,0.1,NA,NA,NA,2.6,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_May_Cyperus malaccensis_oligohaline_light_NA_NA,4.602586791,3
620,2346,102,72,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,30,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,63.57913,17.453094,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_June_Cyperus malaccensis_oligohaline_light_NA_NA,4.845494293,3
621,2347,102,71,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,31,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,126.534934,69.189053,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_July_Cyperus malaccensis_oligohaline_light_NA_NA,5.533681223,3
622,2348,102,68,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,32,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,190.737389,117.808387,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_August_Cyperus malaccensis_oligohaline_light_NA_NA,5.944051608,3
623,2349,102,77,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,33,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,136.508131,26.802966,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_September_Cyperus malaccensis_mesohaline_light_NA_NA,5.609544777,3
624,2350,102,76,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,34,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,74.798976,38.646138,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_October_Cyperus malaccensis_mesohaline_light_NA_NA,5.007996056,3
625,2351,102,75,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,35,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,November,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,38.022813,19.323069,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_November_Cyperus malaccensis_mesohaline_light_NA_NA,4.33150638,3
626,2352,102,69,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,36,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,December,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,18.076419,8.726547,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_December_Cyperus malaccensis_mesohaline_light_NA_NA,3.58851967,3
627,2515,105,173,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",1,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,January,winter,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,11.219846,21.193043,SE,mg/m2/h,dark,fig,11.97,NA,NA,NA,NA,4.16,NA,3.010547247,3.010547247,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_January_Cyperus malaccensis_oligohaline_dark_NA_NA,3.112811406,12
628,2516,105,172,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",2,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,February,winter,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,11.219846,21.193043,SE,mg/m2/h,dark,fig,12.33,NA,NA,NA,NA,3.82,NA,2.72351469,2.72351469,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_February_Cyperus malaccensis_oligohaline_dark_NA_NA,3.112811406,12
629,2517,105,176,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",3,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,March,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,11.219846,21.193043,SE,mg/m2/h,dark,fig,12.57,NA,NA,NA,NA,3.54,NA,2.496152808,2.496152808,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_March_Cyperus malaccensis_oligohaline_dark_NA_NA,3.112811406,12
630,2518,105,169,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",4,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,April,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,46.126035,21.193043,SE,mg/m2/h,dark,fig,17.52,NA,NA,NA,NA,3.01,NA,1.855333935,1.855333935,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_April_Cyperus malaccensis_oligohaline_dark_NA_NA,4.524642204,12
631,2519,105,177,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",5,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,May,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,79.16225,21.193043,SE,mg/m2/h,dark,fig,22.24,NA,NA,NA,NA,2.52,NA,1.377662257,1.377662257,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_May_Cyperus malaccensis_oligohaline_dark_NA_NA,5.064686616,12
632,2520,105,175,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",6,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,85.395498,21.193043,SE,mg/m2/h,dark,fig,23.73,NA,NA,NA,NA,3.08,NA,1.647542566,1.647542566,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_June_Cyperus malaccensis_oligohaline_dark_NA_NA,5.140474844,12
633,2521,105,174,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",7,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,72.305677,21.193043,SE,mg/m2/h,dark,fig,28.69,NA,NA,NA,NA,3.14,NA,1.513982118,1.513982118,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_July_Cyperus malaccensis_oligohaline_dark_NA_NA,4.974097642,12
634,2522,105,170,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",8,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,50.489309,21.193043,SE,mg/m2/h,dark,fig,27.79,NA,NA,NA,NA,4.35,NA,2.178597779,2.178597779,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_August_Cyperus malaccensis_oligohaline_dark_NA_NA,4.615006848,12
635,2523,105,180,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",9,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,100.978618,21.193043,SE,mg/m2/h,dark,fig,24.93,NA,NA,NA,NA,3.63,NA,1.910016307,1.910016307,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_September_Cyperus malaccensis_oligohaline_dark_NA_NA,5.308080489,12
636,2524,105,179,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",10,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,34.906189,21.193043,SE,mg/m2/h,dark,fig,21.64,NA,NA,NA,NA,3.51,NA,1.982384382,1.982384382,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_October_Cyperus malaccensis_oligohaline_dark_NA_NA,4.246016446,12
637,2525,105,178,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",11,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,November,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,17.453094,21.193043,SE,mg/m2/h,dark,fig,16.87,NA,NA,NA,NA,4.38,NA,2.806559818,2.806559818,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_November_Cyperus malaccensis_oligohaline_dark_NA_NA,3.553483832,12
638,2526,105,171,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",12,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2007,2007,NA,NA,December,winter,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,11.219846,21.193043,SE,mg/m2/h,dark,fig,15.67,NA,NA,NA,NA,4.53,NA,2.996649738,2.996649738,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2007_December_Cyperus malaccensis_oligohaline_dark_NA_NA,3.112811406,12
639,2527,105,185,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",13,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2008,2008,NA,NA,January,winter,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,11.219846,21.193043,SE,mg/m2/h,dark,fig,14.42,NA,NA,NA,NA,4.13,NA,2.802948523,2.802948523,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2008_January_Cyperus malaccensis_oligohaline_dark_NA_NA,3.112811406,12
640,2528,105,184,Yang et al.,2019,"Methane dynamics in an estuarine brackish Cyperus malaccensis marsh: Production and porewater concentration in soils, and net emissions to the atmosphere over five years",14,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2008,2008,NA,NA,February,winter,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,"from ec in figure, Huang et al. 2019 and several other papers",12,13.089821,21.193043,SE,mg/m2/h,dark,fig,12.27,NA,NA,NA,NA,4.46,NA,3.216518328,3.216518328,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010, Shimadzu",FALSE,105_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2008_February_Cyperus malaccensis_oligohaline_dark_NA_NA,3.266437961,12
